Category,OrderDate,Sales
Fruits & Veggies,2017/9/16,763
Oil & Masala,2017/9/16,918
Food Grains,2017/9/17,1878
"Eggs, Meat & Fish",2017/9/17,769
Beverages,2017/9/17,1241
Fruits & Veggies,2017/9/17,1213
Snacks,2017/9/17,2369
Oil & Masala,2017/9/17,2296
Fruits & Veggies,2017/9/17,1720
"Eggs, Meat & Fish",2017/9/17,1139
"Eggs, Meat & Fish",2017/9/17,1569
Snacks,2017/9/17,1746
Bakery,2017/9/17,2496
Food Grains,2017/9/17,2469
Oil & Masala,2017/9/17,2269
Oil & Masala,2017/9/17,2132
"Eggs, Meat & Fish",2017/9/18,994
Beverages,2017/9/18,1655
Snacks,2017/9/18,650
Fruits & Veggies,2017/9/18,619
Snacks,2017/9/18,1474
Bakery,2017/9/18,1269
Snacks,2017/9/18,2207
Oil & Masala,2017/9/18,1360
Snacks,2017/9/18,1987
Oil & Masala,2017/9/18,2063
Bakery,2017/9/18,639
Fruits & Veggies,2017/9/18,1320
Fruits & Veggies,2017/9/18,1602
Snacks,2017/9/18,2439
Oil & Masala,2017/9/18,575
Beverages,2017/9/19,1972
Oil & Masala,2017/9/19,1797
"Eggs, Meat & Fish",2017/9/19,949
Oil & Masala,2017/9/19,894
Bakery,2017/9/19,1920
Bakery,2017/9/19,677
Oil & Masala,2017/9/19,1645
Fruits & Veggies,2017/9/19,773
Bakery,2017/9/19,1758
Bakery,2017/9/19,898
"Eggs, Meat & Fish",2017/9/19,795
Fruits & Veggies,2017/9/19,1961
Food Grains,2017/9/19,1712
Snacks,2017/9/19,1125
Fruits & Veggies,2017/9/19,1003
Beverages,2017/9/19,1524
Food Grains,2017/9/20,1791
"Eggs, Meat & Fish",2017/9/20,1105
Fruits & Veggies,2017/9/20,2492
Food Grains,2017/9/20,2410
"Eggs, Meat & Fish",2017/9/20,654
"Eggs, Meat & Fish",2017/9/20,1128
"Eggs, Meat & Fish",2017/9/20,1142
Beverages,2017/9/20,2234
Fruits & Veggies,2017/9/20,903
Food Grains,2017/9/20,1638
Snacks,2017/9/22,1835
Snacks,2017/9/22,2126
Bakery,2017/9/22,2007
Snacks,2017/9/22,1592
Snacks,2017/9/22,1783
Beverages,2017/9/22,1727
Beverages,2017/9/22,1747
Food Grains,2017/9/22,2490
Oil & Masala,2017/9/22,2122
Food Grains,2017/9/22,531
Snacks,2017/9/22,963
"Eggs, Meat & Fish",2017/9/22,2270
Bakery,2017/9/22,2274
Oil & Masala,2017/9/22,1151
Beverages,2017/9/23,2393
Snacks,2017/9/23,1422
Beverages,2017/9/23,1553
Oil & Masala,2017/9/23,1852
Food Grains,2017/9/23,1398
Oil & Masala,2017/9/23,1826
Food Grains,2017/9/23,1009
"Eggs, Meat & Fish",2017/9/23,811
Bakery,2017/9/23,2089
Oil & Masala,2017/9/23,1660
Snacks,2017/9/23,1369
Bakery,2017/9/23,2023
Food Grains,2017/9/23,544
Bakery,2017/9/24,1724
Food Grains,2017/9/24,1624
Fruits & Veggies,2017/9/24,2425
Food Grains,2017/9/24,1752
Food Grains,2017/9/24,2108
Snacks,2017/9/24,2168
"Eggs, Meat & Fish",2017/9/24,1563
"Eggs, Meat & Fish",2017/9/24,553
Food Grains,2017/9/24,1460
Oil & Masala,2017/9/24,568
Fruits & Veggies,2017/9/24,1037
Snacks,2017/9/24,1263
Beverages,2017/9/25,1016
"Eggs, Meat & Fish",2017/9/25,2266
Food Grains,2017/9/25,2103
Fruits & Veggies,2017/9/25,2031
Snacks,2017/9/25,737
Food Grains,2017/9/25,2470
Food Grains,2017/9/25,2050
Beverages,2017/9/25,958
Oil & Masala,2017/9/25,1137
"Eggs, Meat & Fish",2017/9/25,1429
Beverages,2017/9/25,1017
Beverages,2017/9/25,1714
Snacks,2017/9/25,1332
Food Grains,2017/9/25,1899
Fruits & Veggies,2017/9/25,563
"Eggs, Meat & Fish",2017/9/25,2446
Food Grains,2017/9/25,1782
Fruits & Veggies,2017/9/25,1369
Food Grains,2017/9/25,1982
"Eggs, Meat & Fish",2017/9/25,1485
Food Grains,2017/9/26,1542
"Eggs, Meat & Fish",2017/9/26,2411
Food Grains,2017/9/26,2459
Food Grains,2017/9/26,1301
Beverages,2017/9/26,734
Bakery,2017/9/26,2216
"Eggs, Meat & Fish",2017/9/26,1396
Fruits & Veggies,2017/9/26,703
Beverages,2017/9/26,1465
Fruits & Veggies,2017/9/26,1358
Oil & Masala,2017/9/26,714
Beverages,2017/9/26,1159
"Eggs, Meat & Fish",2017/9/26,613
Snacks,2017/9/26,1808
"Eggs, Meat & Fish",2017/9/26,750
Beverages,2017/9/26,1316
Beverages,2017/9/26,1693
Food Grains,2017/9/27,690
Bakery,2017/9/27,2081
Food Grains,2017/9/27,1759
"Eggs, Meat & Fish",2017/9/27,1987
Beverages,2017/9/27,2172
Snacks,2017/9/28,2091
Beverages,2017/9/29,1677
Snacks,2017/9/29,1364
Snacks,2017/9/29,1798
Snacks,2017/9/29,2173
Food Grains,2017/9/29,849
Beverages,2017/9/29,1298
Food Grains,2017/9/29,2332
Snacks,2017/9/29,522
Fruits & Veggies,2017/9/29,1956
"Eggs, Meat & Fish",2017/9/29,1670
Fruits & Veggies,2017/9/30,826
Fruits & Veggies,2017/9/30,1995
Snacks,2017/10/1,2139
Fruits & Veggies,2017/10/1,732
Oil & Masala,2017/10/1,2108
Oil & Masala,2017/10/1,662
Beverages,2017/10/1,1463
Food Grains,2017/10/1,1216
Oil & Masala,2017/10/1,734
Bakery,2017/10/1,2223
Oil & Masala,2017/10/2,1203
Oil & Masala,2017/10/2,2378
Oil & Masala,2017/10/2,2023
Food Grains,2017/10/2,651
"Eggs, Meat & Fish",2017/10/2,1931
Bakery,2017/10/2,742
Oil & Masala,2017/10/2,2077
Food Grains,2017/10/3,2263
Snacks,2017/10/3,618
Beverages,2017/10/3,2278
Oil & Masala,2017/10/3,1274
Food Grains,2017/10/3,1604
Food Grains,2017/10/3,2208
Oil & Masala,2017/10/3,1784
Fruits & Veggies,2017/10/4,2308
"Eggs, Meat & Fish",2017/10/4,1747
Beverages,2017/10/4,519
"Eggs, Meat & Fish",2017/10/4,1319
Snacks,2017/10/4,1059
Snacks,2017/10/4,1694
Snacks,2017/10/4,1444
Bakery,2017/10/6,2079
Oil & Masala,2017/10/6,650
Beverages,2017/10/6,1730
Oil & Masala,2017/10/6,1562
Oil & Masala,2017/10/6,1213
"Eggs, Meat & Fish",2017/10/7,799
Food Grains,2017/10/7,1073
Beverages,2017/10/7,2173
Food Grains,2017/10/7,1252
"Eggs, Meat & Fish",2017/10/7,691
Food Grains,2017/10/8,696
Beverages,2017/10/8,1888
"Eggs, Meat & Fish",2017/10/8,677
Fruits & Veggies,2017/10/8,1044
Fruits & Veggies,2017/10/9,1447
Bakery,2017/10/9,583
Snacks,2017/10/9,2155
Food Grains,2017/10/9,846
Food Grains,2017/10/9,2071
Beverages,2017/10/10,1539
Oil & Masala,2017/10/10,2114
Bakery,2017/10/10,1981
Fruits & Veggies,2017/10/10,1466
Fruits & Veggies,2017/10/10,1266
Snacks,2017/10/10,2117
Oil & Masala,2017/10/10,2078
Beverages,2017/10/11,1189
Oil & Masala,2017/10/11,1559
Bakery,2017/10/13,1658
Beverages,2017/10/13,2373
Fruits & Veggies,2017/10/13,1430
Oil & Masala,2017/10/13,1873
"Eggs, Meat & Fish",2017/10/13,867
Snacks,2017/10/13,1101
"Eggs, Meat & Fish",2017/10/13,1088
Fruits & Veggies,2017/10/13,1011
Bakery,2017/10/13,1905
"Eggs, Meat & Fish",2017/10/13,2364
Food Grains,2017/10/13,2315
"Eggs, Meat & Fish",2017/10/13,2323
Snacks,2017/10/13,1693
Oil & Masala,2017/10/13,2231
Oil & Masala,2017/10/13,2099
Food Grains,2017/10/13,2471
Food Grains,2017/10/13,2044
Snacks,2017/10/13,2310
Food Grains,2017/10/13,1632
Oil & Masala,2017/10/14,2132
Food Grains,2017/10/14,798
Oil & Masala,2017/10/14,630
Food Grains,2017/10/14,890
Food Grains,2017/10/14,609
"Eggs, Meat & Fish",2017/10/14,2463
Beverages,2017/10/14,1279
"Eggs, Meat & Fish",2017/10/14,626
Food Grains,2017/10/14,1550
Food Grains,2017/10/14,2493
"Eggs, Meat & Fish",2017/10/15,1995
Bakery,2017/10/15,1831
Bakery,2017/10/15,747
Bakery,2017/10/15,1055
Oil & Masala,2017/10/15,1259
Oil & Masala,2017/10/15,1858
"Eggs, Meat & Fish",2017/10/15,2344
"Eggs, Meat & Fish",2017/10/15,2000
Beverages,2017/10/15,1989
Snacks,2017/10/15,2178
Food Grains,2017/10/15,2064
Fruits & Veggies,2017/10/15,896
Bakery,2017/10/15,2141
Bakery,2017/10/16,1504
Snacks,2017/10/17,1177
Oil & Masala,2017/10/17,1739
"Eggs, Meat & Fish",2017/10/17,1236
Food Grains,2017/10/17,867
Bakery,2017/10/17,1634
Food Grains,2017/10/17,1052
"Eggs, Meat & Fish",2017/10/18,1171
Bakery,2017/10/20,1070
"Eggs, Meat & Fish",2017/10/20,1224
Beverages,2017/10/20,2114
Fruits & Veggies,2017/10/20,651
Snacks,2017/10/20,2229
Food Grains,2017/10/20,2108
Bakery,2017/10/20,2262
Fruits & Veggies,2017/10/20,1138
Snacks,2017/10/20,1916
Beverages,2017/10/20,2443
Snacks,2017/10/21,595
"Eggs, Meat & Fish",2017/10/21,2439
Bakery,2017/10/21,2415
Oil & Masala,2017/10/21,1725
Snacks,2017/10/21,913
"Eggs, Meat & Fish",2017/10/21,1074
"Eggs, Meat & Fish",2017/10/21,1474
Oil & Masala,2017/10/21,2284
Beverages,2017/10/21,2181
Snacks,2017/10/21,1923
Food Grains,2017/10/21,876
Snacks,2017/10/21,1256
Beverages,2017/10/21,762
Fruits & Veggies,2017/10/21,2062
Food Grains,2017/10/21,2448
Beverages,2017/10/21,1793
Bakery,2017/10/21,813
Food Grains,2017/10/21,770
Snacks,2017/10/21,964
Fruits & Veggies,2017/10/21,2051
Snacks,2017/10/21,1285
Fruits & Veggies,2017/10/22,2172
Bakery,2017/10/22,805
Snacks,2017/10/22,2292
Beverages,2017/10/22,1474
Beverages,2017/10/22,1911
"Eggs, Meat & Fish",2017/10/23,1051
Fruits & Veggies,2017/10/23,861
Oil & Masala,2017/10/23,940
Beverages,2017/10/23,1937
Beverages,2017/10/24,2348
Beverages,2017/10/24,2283
Snacks,2017/10/24,1440
Beverages,2017/10/24,900
Snacks,2017/10/24,1411
Oil & Masala,2017/10/24,2386
Snacks,2017/10/25,545
Food Grains,2017/10/27,1544
Beverages,2017/10/27,1508
Oil & Masala,2017/10/27,2227
Food Grains,2017/10/27,2011
Fruits & Veggies,2017/10/27,748
Beverages,2017/10/27,2162
Fruits & Veggies,2017/10/27,1942
"Eggs, Meat & Fish",2017/10/27,739
Beverages,2017/10/27,1936
Oil & Masala,2017/10/28,1949
Fruits & Veggies,2017/10/28,2368
Food Grains,2017/10/28,2261
"Eggs, Meat & Fish",2017/10/28,1793
Bakery,2017/10/28,644
Oil & Masala,2017/10/28,1359
Bakery,2017/10/28,1554
Oil & Masala,2017/10/28,1727
"Eggs, Meat & Fish",2017/10/28,1051
Bakery,2017/10/28,1879
Bakery,2017/10/28,1770
Snacks,2017/10/28,613
Fruits & Veggies,2017/10/28,1905
Beverages,2017/10/28,1817
Oil & Masala,2017/10/28,1754
Snacks,2017/10/28,759
Food Grains,2017/10/28,1019
"Eggs, Meat & Fish",2017/10/29,2198
"Eggs, Meat & Fish",2017/10/29,2244
Fruits & Veggies,2017/10/29,1382
Snacks,2017/10/29,1586
"Eggs, Meat & Fish",2017/10/30,2385
Snacks,2017/10/30,618
Beverages,2017/10/30,1456
Oil & Masala,2017/10/30,2416
Fruits & Veggies,2017/10/31,843
Snacks,2017/10/31,1826
Oil & Masala,2017/10/31,1800
Bakery,2017/10/31,2259
Beverages,2017/10/31,1739
Food Grains,2017/10/31,1132
"Eggs, Meat & Fish",2017/10/31,1813
"Eggs, Meat & Fish",2017/10/31,1942
Food Grains,2017/11/1,985
Fruits & Veggies,2017/11/1,671
Fruits & Veggies,2017/11/1,1249
Food Grains,2017/11/1,741
Bakery,2017/11/3,2220
Oil & Masala,2017/11/3,2155
"Eggs, Meat & Fish",2017/11/3,2017
Fruits & Veggies,2017/11/3,1389
Beverages,2017/11/3,1021
Food Grains,2017/11/3,1656
Oil & Masala,2017/11/3,713
Food Grains,2017/11/3,1880
Beverages,2017/11/3,1841
Bakery,2017/11/3,691
Oil & Masala,2017/11/3,558
Beverages,2017/11/3,1559
Food Grains,2017/11/3,2171
Food Grains,2017/11/3,1720
Snacks,2017/11/3,1797
Beverages,2017/11/3,1957
Snacks,2017/11/3,2142
Oil & Masala,2017/11/3,2425
Oil & Masala,2017/11/3,1934
"Eggs, Meat & Fish",2017/11/3,2432
Snacks,2017/11/3,1271
Oil & Masala,2017/11/3,799
Food Grains,2017/11/3,1763
Food Grains,2017/11/3,1406
Fruits & Veggies,2017/11/4,2482
Oil & Masala,2017/11/4,2062
Oil & Masala,2017/11/4,1137
Snacks,2017/11/4,1054
Bakery,2017/11/4,1377
Bakery,2017/11/4,1344
Snacks,2017/11/4,767
Oil & Masala,2017/11/4,1430
Beverages,2017/11/4,2039
Beverages,2017/11/4,1070
Oil & Masala,2017/11/4,2098
Oil & Masala,2017/11/4,1787
Fruits & Veggies,2017/11/4,1836
Bakery,2017/11/4,1449
Snacks,2017/11/4,1137
Oil & Masala,2017/11/4,1100
Bakery,2017/11/4,2357
Bakery,2017/11/4,2313
Fruits & Veggies,2017/11/4,1254
Bakery,2017/11/4,1485
Bakery,2017/11/5,1069
Beverages,2017/11/5,1032
Oil & Masala,2017/11/5,1439
"Eggs, Meat & Fish",2017/11/5,1132
Oil & Masala,2017/11/5,1182
Oil & Masala,2017/11/5,1495
Beverages,2017/11/5,2014
Food Grains,2017/11/5,527
Fruits & Veggies,2017/11/5,1899
"Eggs, Meat & Fish",2017/11/5,598
Snacks,2017/11/5,2075
Oil & Masala,2017/11/5,2114
Oil & Masala,2017/11/5,965
Beverages,2017/11/5,1354
"Eggs, Meat & Fish",2017/11/5,871
Beverages,2017/11/5,985
Beverages,2017/11/5,1614
Food Grains,2017/11/5,1230
Beverages,2017/11/5,2038
Food Grains,2017/11/6,1458
Food Grains,2017/11/6,1801
Oil & Masala,2017/11/6,1325
Food Grains,2017/11/6,2091
Food Grains,2017/11/6,1311
Bakery,2017/11/6,1943
Fruits & Veggies,2017/11/6,1460
Snacks,2017/11/7,1516
"Eggs, Meat & Fish",2017/11/7,680
Food Grains,2017/11/7,2386
Beverages,2017/11/7,2280
Beverages,2017/11/7,2008
Bakery,2017/11/7,1037
Beverages,2017/11/7,556
Snacks,2017/11/7,2021
"Eggs, Meat & Fish",2017/11/7,1948
Beverages,2017/11/7,656
Oil & Masala,2017/11/7,1026
Beverages,2017/11/7,851
Snacks,2017/11/7,2023
"Eggs, Meat & Fish",2017/11/7,1646
Bakery,2017/11/7,636
Fruits & Veggies,2017/11/7,795
Oil & Masala,2017/11/7,1259
Fruits & Veggies,2017/11/7,2454
"Eggs, Meat & Fish",2017/11/7,1347
Oil & Masala,2017/11/8,1254
Beverages,2017/11/8,749
Food Grains,2017/11/9,1082
Oil & Masala,2017/11/10,1778
Food Grains,2017/11/10,783
Snacks,2017/11/10,2361
Oil & Masala,2017/11/10,722
Beverages,2017/11/10,693
Snacks,2017/11/10,1557
Bakery,2017/11/10,1145
Bakery,2017/11/10,2439
Oil & Masala,2017/11/10,2048
Food Grains,2017/11/10,1935
Fruits & Veggies,2017/11/10,520
Bakery,2017/11/10,1714
Food Grains,2017/11/10,2422
Oil & Masala,2017/11/10,2097
Food Grains,2017/11/10,1960
Oil & Masala,2017/11/10,2280
Bakery,2017/11/10,856
Beverages,2017/11/10,588
Bakery,2017/11/10,1731
Oil & Masala,2017/11/10,1956
"Eggs, Meat & Fish",2017/11/10,2171
Oil & Masala,2017/11/10,729
Bakery,2017/11/10,701
"Eggs, Meat & Fish",2017/11/10,924
Bakery,2017/11/10,828
Oil & Masala,2017/11/10,2325
Bakery,2017/11/10,2052
Snacks,2017/11/10,636
"Eggs, Meat & Fish",2017/11/10,1339
Fruits & Veggies,2017/11/10,979
Oil & Masala,2017/11/10,1987
"Eggs, Meat & Fish",2017/11/10,1884
Oil & Masala,2017/11/10,2121
Snacks,2017/11/10,818
"Eggs, Meat & Fish",2017/11/10,1847
Food Grains,2017/11/11,1261
"Eggs, Meat & Fish",2017/11/11,880
Beverages,2017/11/11,801
"Eggs, Meat & Fish",2017/11/11,1748
"Eggs, Meat & Fish",2017/11/11,601
Snacks,2017/11/11,717
Snacks,2017/11/11,1278
Beverages,2017/11/11,2495
Snacks,2017/11/11,2291
Oil & Masala,2017/11/11,1900
Bakery,2017/11/11,2086
Bakery,2017/11/11,2421
Oil & Masala,2017/11/11,1299
Fruits & Veggies,2017/11/11,2105
Oil & Masala,2017/11/11,2491
Food Grains,2017/11/11,1792
Snacks,2017/11/11,668
Bakery,2017/11/11,921
Bakery,2017/11/11,1935
Bakery,2017/11/12,1490
Food Grains,2017/11/12,573
Oil & Masala,2017/11/12,791
Oil & Masala,2017/11/12,906
Bakery,2017/11/12,1828
Fruits & Veggies,2017/11/12,876
Fruits & Veggies,2017/11/12,1955
"Eggs, Meat & Fish",2017/11/12,2159
Snacks,2017/11/12,1512
Snacks,2017/11/12,660
Food Grains,2017/11/12,1762
Fruits & Veggies,2017/11/12,1437
Food Grains,2017/11/12,1440
Snacks,2017/11/12,2004
Bakery,2017/11/12,912
Oil & Masala,2017/11/12,1097
Food Grains,2017/11/13,1095
Oil & Masala,2017/11/13,511
"Eggs, Meat & Fish",2017/11/13,978
Snacks,2017/11/13,1251
Beverages,2017/11/13,625
Snacks,2017/11/13,1113
Fruits & Veggies,2017/11/13,1087
Bakery,2017/11/13,564
Bakery,2017/11/13,1710
Oil & Masala,2017/11/13,1622
Food Grains,2017/11/13,868
Oil & Masala,2017/11/13,877
Beverages,2017/11/13,1591
Food Grains,2017/11/14,729
Fruits & Veggies,2017/11/14,1505
Fruits & Veggies,2017/11/14,2306
Beverages,2017/11/14,1125
Oil & Masala,2017/11/14,1070
Bakery,2017/11/14,1624
"Eggs, Meat & Fish",2017/11/14,1645
Beverages,2017/11/14,1122
Snacks,2017/11/14,784
Snacks,2017/11/14,1641
Snacks,2017/11/14,877
Beverages,2017/11/14,2475
Bakery,2017/11/14,2292
Bakery,2017/11/14,860
Food Grains,2017/11/14,806
Bakery,2017/11/14,763
Fruits & Veggies,2017/11/15,1256
Bakery,2017/11/15,1469
"Eggs, Meat & Fish",2017/11/15,2293
Fruits & Veggies,2017/11/15,1056
Snacks,2017/11/15,1573
Snacks,2017/11/16,1004
Oil & Masala,2017/11/16,2394
Snacks,2017/11/17,950
"Eggs, Meat & Fish",2017/11/17,1005
Beverages,2017/11/17,2489
Beverages,2017/11/17,1176
Oil & Masala,2017/11/18,2146
Bakery,2017/11/18,639
Food Grains,2017/11/18,1252
Food Grains,2017/11/18,747
Fruits & Veggies,2017/11/18,1863
Oil & Masala,2017/11/18,727
Fruits & Veggies,2017/11/18,959
Fruits & Veggies,2017/11/18,1014
Fruits & Veggies,2017/11/18,1351
Beverages,2017/11/18,510
Oil & Masala,2017/11/18,875
"Eggs, Meat & Fish",2017/11/18,2471
Beverages,2017/11/19,1686
Oil & Masala,2017/11/19,2202
"Eggs, Meat & Fish",2017/11/19,2397
Bakery,2017/11/19,883
Snacks,2017/11/19,2119
Food Grains,2017/11/19,1988
Beverages,2017/11/19,541
Food Grains,2017/11/19,1987
Snacks,2017/11/19,1059
Bakery,2017/11/19,1770
"Eggs, Meat & Fish",2017/11/19,1205
Oil & Masala,2017/11/19,1647
Beverages,2017/11/19,1584
Food Grains,2017/11/19,2006
Bakery,2017/11/19,632
Fruits & Veggies,2017/11/19,1708
Snacks,2017/11/19,1374
"Eggs, Meat & Fish",2017/11/19,773
Beverages,2017/11/20,2364
Food Grains,2017/11/20,1487
Bakery,2017/11/20,1165
Food Grains,2017/11/20,1244
Fruits & Veggies,2017/11/20,1992
"Eggs, Meat & Fish",2017/11/20,1396
Beverages,2017/11/20,1624
Snacks,2017/11/20,2273
Bakery,2017/11/20,1517
Beverages,2017/11/20,949
Bakery,2017/11/20,991
Snacks,2017/11/20,1433
Fruits & Veggies,2017/11/20,1546
Snacks,2017/11/20,1626
Beverages,2017/11/20,1623
Snacks,2017/11/20,1180
Fruits & Veggies,2017/11/20,2305
Oil & Masala,2017/11/20,1746
Beverages,2017/11/20,1754
Oil & Masala,2017/11/20,2363
Bakery,2017/11/20,1065
Oil & Masala,2017/11/20,1492
"Eggs, Meat & Fish",2017/11/21,1705
Snacks,2017/11/21,1866
Food Grains,2017/11/21,2387
Food Grains,2017/11/21,1260
Fruits & Veggies,2017/11/21,753
Oil & Masala,2017/11/21,2071
Snacks,2017/11/21,1405
Beverages,2017/11/21,1103
Food Grains,2017/11/21,1293
Oil & Masala,2017/11/21,1593
Food Grains,2017/11/21,837
Snacks,2017/11/21,1473
Snacks,2017/11/22,2141
Snacks,2017/11/22,2053
Fruits & Veggies,2017/11/22,1601
Snacks,2017/11/22,797
Snacks,2017/11/22,1853
Snacks,2017/11/22,661
"Eggs, Meat & Fish",2017/11/22,1918
Beverages,2017/11/22,1419
Food Grains,2017/11/22,1343
Bakery,2017/11/22,1100
"Eggs, Meat & Fish",2017/11/23,2172
Beverages,2017/11/23,2328
Food Grains,2017/11/23,1091
Oil & Masala,2017/11/24,1491
Fruits & Veggies,2017/11/24,1803
"Eggs, Meat & Fish",2017/11/24,724
Beverages,2017/11/24,2246
Food Grains,2017/11/24,1238
Fruits & Veggies,2017/11/24,2224
Bakery,2017/11/24,1403
Beverages,2017/11/24,1750
Food Grains,2017/11/24,2177
Food Grains,2017/11/24,2266
Food Grains,2017/11/24,669
Bakery,2017/11/24,542
"Eggs, Meat & Fish",2017/11/24,1894
"Eggs, Meat & Fish",2017/11/24,1438
Bakery,2017/11/24,1759
"Eggs, Meat & Fish",2017/11/24,690
Food Grains,2017/11/24,1851
Oil & Masala,2017/11/24,2104
Bakery,2017/11/24,884
Food Grains,2017/11/24,1259
Food Grains,2017/11/24,2301
Food Grains,2017/11/24,2305
"Eggs, Meat & Fish",2017/11/24,2052
Snacks,2017/11/24,727
Bakery,2017/11/24,1618
"Eggs, Meat & Fish",2017/11/24,756
"Eggs, Meat & Fish",2017/11/24,664
Oil & Masala,2017/11/25,1464
Snacks,2017/11/25,1898
Oil & Masala,2017/11/25,798
Bakery,2017/11/25,1447
Fruits & Veggies,2017/11/25,1397
Fruits & Veggies,2017/11/25,538
Food Grains,2017/11/25,1763
Food Grains,2017/11/25,2056
Oil & Masala,2017/11/25,765
"Eggs, Meat & Fish",2017/11/25,1109
Beverages,2017/11/25,1237
Snacks,2017/11/25,2361
Bakery,2017/11/26,2484
Food Grains,2017/11/26,2063
Bakery,2017/11/26,921
Oil & Masala,2017/11/26,2184
Fruits & Veggies,2017/11/26,2471
Fruits & Veggies,2017/11/26,2450
"Eggs, Meat & Fish",2017/11/26,820
Snacks,2017/11/26,1340
Bakery,2017/11/26,2481
"Eggs, Meat & Fish",2017/11/26,568
Oil & Masala,2017/11/26,1333
Fruits & Veggies,2017/11/26,1979
Fruits & Veggies,2017/11/26,1326
Fruits & Veggies,2017/11/26,1103
Fruits & Veggies,2017/11/26,1402
Beverages,2017/11/26,1997
"Eggs, Meat & Fish",2017/11/27,2477
Beverages,2017/11/27,2074
Snacks,2017/11/27,1544
"Eggs, Meat & Fish",2017/11/27,2389
Fruits & Veggies,2017/11/27,2045
Bakery,2017/11/27,1077
Snacks,2017/11/27,1787
Food Grains,2017/11/27,2384
Beverages,2017/11/27,1035
Beverages,2017/11/27,1487
Fruits & Veggies,2017/11/27,1874
Oil & Masala,2017/11/27,1892
"Eggs, Meat & Fish",2017/11/27,2038
Beverages,2017/11/27,1075
Snacks,2017/11/28,1388
Beverages,2017/11/28,1979
Snacks,2017/11/28,541
Oil & Masala,2017/11/28,2419
Oil & Masala,2017/11/28,2139
Beverages,2017/11/28,729
"Eggs, Meat & Fish",2017/11/28,1829
Fruits & Veggies,2017/11/28,874
Snacks,2017/11/28,1649
Fruits & Veggies,2017/11/28,1660
Food Grains,2017/11/28,901
Oil & Masala,2017/11/29,877
Food Grains,2017/11/29,2375
Beverages,2017/11/30,1786
"Eggs, Meat & Fish",2017/11/30,1388
Fruits & Veggies,2017/11/30,2072
"Eggs, Meat & Fish",2017/11/30,1609
Snacks,2017/11/30,2187
Snacks,2017/12/1,567
Oil & Masala,2017/12/1,1973
"Eggs, Meat & Fish",2017/12/1,2194
Fruits & Veggies,2017/12/1,809
"Eggs, Meat & Fish",2017/12/1,2036
Fruits & Veggies,2017/12/1,2432
Food Grains,2017/12/1,2178
Food Grains,2017/12/1,880
"Eggs, Meat & Fish",2017/12/1,1485
Beverages,2017/12/1,1281
Bakery,2017/12/1,1502
Fruits & Veggies,2017/12/1,731
"Eggs, Meat & Fish",2017/12/1,1433
Beverages,2017/12/1,2423
Bakery,2017/12/1,1766
"Eggs, Meat & Fish",2017/12/1,2361
Food Grains,2017/12/1,1547
Food Grains,2017/12/1,1824
"Eggs, Meat & Fish",2017/12/1,1377
Fruits & Veggies,2017/12/1,819
Snacks,2017/12/1,2390
Snacks,2017/12/1,1389
Snacks,2017/12/1,1057
Bakery,2017/12/2,1571
Snacks,2017/12/2,2187
Food Grains,2017/12/2,1262
"Eggs, Meat & Fish",2017/12/2,2439
Bakery,2017/12/2,2048
"Eggs, Meat & Fish",2017/12/2,1602
Bakery,2017/12/2,2395
"Eggs, Meat & Fish",2017/12/2,825
Oil & Masala,2017/12/2,1242
Fruits & Veggies,2017/12/2,1175
Oil & Masala,2017/12/2,1608
"Eggs, Meat & Fish",2017/12/2,1099
Beverages,2017/12/2,2089
Food Grains,2017/12/2,2318
"Eggs, Meat & Fish",2017/12/2,1435
Bakery,2017/12/2,632
"Eggs, Meat & Fish",2017/12/2,1105
Beverages,2017/12/3,1182
Oil & Masala,2017/12/3,2128
Oil & Masala,2017/12/3,2042
"Eggs, Meat & Fish",2017/12/3,1819
Bakery,2017/12/3,2310
"Eggs, Meat & Fish",2017/12/3,1226
Snacks,2017/12/3,1007
Oil & Masala,2017/12/3,2285
Bakery,2017/12/3,1863
"Eggs, Meat & Fish",2017/12/3,1515
Bakery,2017/12/3,747
Bakery,2017/12/3,997
Beverages,2017/12/3,930
"Eggs, Meat & Fish",2017/12/3,1694
Bakery,2017/12/3,2111
Food Grains,2017/12/3,2283
Snacks,2017/12/4,604
Beverages,2017/12/4,1324
Food Grains,2017/12/4,1878
Food Grains,2017/12/4,1945
Fruits & Veggies,2017/12/4,1313
Snacks,2017/12/4,1034
Beverages,2017/12/4,2043
Oil & Masala,2017/12/4,2395
Food Grains,2017/12/4,1493
Fruits & Veggies,2017/12/5,1277
Fruits & Veggies,2017/12/5,1125
Beverages,2017/12/5,768
"Eggs, Meat & Fish",2017/12/5,1985
Food Grains,2017/12/5,2287
Food Grains,2017/12/5,859
"Eggs, Meat & Fish",2017/12/5,1992
Oil & Masala,2017/12/5,2100
"Eggs, Meat & Fish",2017/12/5,1464
Beverages,2017/12/5,1740
Food Grains,2017/12/5,2409
Beverages,2017/12/5,1070
Snacks,2017/12/5,1576
Beverages,2017/12/5,571
Oil & Masala,2017/12/5,870
Fruits & Veggies,2017/12/5,1527
Beverages,2017/12/6,663
Snacks,2017/12/6,1385
Bakery,2017/12/6,1929
Beverages,2017/12/6,900
Food Grains,2017/12/6,1857
Food Grains,2017/12/6,1126
Fruits & Veggies,2017/12/6,533
Fruits & Veggies,2017/12/6,703
Snacks,2017/12/6,1689
